0,SansAnimation,,,,,,,,
0,CombatZoneResizeinstant,241,226,406,391,,,,
0,HeartTeleport,320,304,,,,,,
0,sanstext,ready?,,,,,,,
0.2,SansBody,HandDown,,,,,,,
0.3,sansslam,0,,,,,,,
0.3,sansslam,1,,,,,,,
0.3,sansslam,2,,,,,,,
0.3,sansslam,3,,,,,,,
0,SansHead,BlueEye,,,,,,,
0.1,BoneStab,1,35,0.1,0.5,,,,
0.1,BoneStab,0,35,0.1,0.5,,,,
0.1,BoneStab,2,35,0.1,0.5,,,,
0.1,BoneStab,3,35,0.1,0.5,,,,
0	GasterBlaster	1	123	233	250	226	0	0	1.75
0	GasterBlaster	1	123	233	250	400	90	0	1.75
0	GasterBlaster	1	123	233	391	226	270	0	1.75
0.1,sansslam,3,,,,,,,
0.1,sansslam,1,,,,,,,
0.1,sansslam,3,,,,,,,
0.1,sansslam,1,,,,,,,
0.1,sansslam,3,,,,,,,
0.1,sansslam,1,,,,,,,
0.1,sansslam,3,,,,,,,
0.1,sansslam,1,,,,,,,
0.1,BoneStab,3,40,0.1,0.3,,,,
0.1,BoneStab,1,40,0.1,0.3,,,,
0.1,BoneStab,3,40,0.1,0.3,,,,
0.1,BoneStab,1,40,0.1,0.3,,,,
0.1,BoneStab,3,40,0.1,0.3,,,,
0.1,BoneStab,1,40,0.1,0.3,,,,
0.1,BoneStab,3,40,0.1,0.3,,,,
0.1,BoneStab,1,40,0.1,0.3,,,,
0.3,BoneStab,2,10,0.1,0.5,,,,
0.3,BoneStab,2,20,0.1,0.5,,,,
0.3,BoneStab,2,30,0.1,0.5,,,,
0.3,BoneStab,2,40,0.1,0.5,,,,
0.3,BoneStab,2,50,0.1,0.5,,,,
0.3,BoneStab,2,60,0.1,0.5,,,,
0.3,BoneStab,2,70,0.1,0.5,,,,
0.3,BoneStab,2,80,0.1,0.5,,,,
0.3,BoneStab,1,10,0.1,0.5,,,,
0.3,BoneStab,1,20,0.1,0.5,,,,
0.3,BoneStab,1,30,0.1,0.5,,,,
0.3,BoneStab,1,40,0.1,0.5,,,,
0.3,BoneStab,1,50,0.1,0.5,,,,
0.3,BoneStab,1,60,0.1,0.5,,,,
0.3,BoneStab,1,70,0.1,0.5,,,,
0.3,BoneStab,1,80,0.1,0.5,,,,
0.1	GetHeartPos	HeartX	HeartY						
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0 GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0 GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0 GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0	GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0 GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1	GetHeartPos	HeartX	HeartY	
0 GasterBlaster	0	0	0	210	$HeartY	0	0	0.4
0	GasterBlaster	0	0	0	$HeartX	226	90	0	0.4
0.1,BoneStab,0,50,0.7,1,,,,
0.1,BoneStab,1,60,0.7,1,,,,
0.1,BoneStab,2,70,0.7,1,,,,
0.1,BoneStab,3,80,0.7,1,,,,
0,SineBones,25,50,500,50
0,GasterBlaster,,0,0,189,246,0,0.333,0.4
0,GasterBlaster,1,0,0,259,166,90,0.333,0.4
0,GasterBlaster,1,640,480,449,366,180,0.333,0.4
0,GasterBlaster,1,640,480,379,446,270,0.333,0.4
0.9,GasterBlaster,1,0,0,189,176,45,0.333,0.4
0,GasterBlaster,1,640,0,449,176,135,0.333,0.4
0,GasterBlaster,1,640,480,449,436,225,0.333,0.4
0,GasterBlaster,1,0,480,189,436,315,0.333,0.4
0.9,GasterBlaster,1,0,0,189,246,0,0.333,0.4
0,GasterBlaster,1,0,0,259,166,90,0.333,0.4
0,GasterBlaster,1,640,480,449,366,90,0.333,0.4
0,GasterBlaster,1,640,480,379,446,180,0.333,0.4
0,GasterBlaster,1,640,480,449,366,270,0.333,0.4
0,GasterBlaster,1,640,480,379,446,360,0.333,0.4
0.7,GasterBlaster,2,0,240,139,306,0,0.666,0.9
0,GasterBlaster,2,640,240,499,306,45,0.666,0.9
0,GasterBlaster,,0,0,189,246,0,0.333,0.4
0,GasterBlaster,1,0,0,259,166,90,0.333,0.4
0,GasterBlaster,1,640,480,449,366,180,0.333,0.4
0,GasterBlaster,1,640,480,379,446,270,0.333,0.4
0.9,GasterBlaster,1,0,0,189,176,45,0.333,0.4
0,GasterBlaster,1,640,0,449,176,139,0.333,0.4
0,GasterBlaster,1,640,480,449,436,585,0.333,0.4
0,GasterBlaster,1,0,480,189,436,315,0.333,0.4
0.9,GasterBlaster,1,0,0,189,246,0,0.333,0.4
0,GasterBlaster,1,0,0,259,166,90,0.333,0.4
0,GasterBlaster,1,640,480,449,366,60,0.333,0.4
0,GasterBlaster,1,640,480,379,446,480,0.333,0.4
0,GasterBlaster,1,640,480,449,366,870,0.333,0.4
0,GasterBlaster,1,640,480,379,446,660,0.333,0.4
0.7,GasterBlaster,2,0,240,139,306,694,0.666,0.9
0,GasterBlaster,2,640,240,499,306,446,0.666,0.9
0,GasterBlaster,1,640,480,379,446,270,0.333,0.4
0.9,GasterBlaster,1,0,0,189,176,45,0.333,0.4
0,GasterBlaster,1,640,0,449,176,139,0.333,0.4
0,GasterBlaster,1,640,480,449,436,585,0.333,0.4
0,GasterBlaster,1,0,480,189,436,315,0.333,0.4
0.9,GasterBlaster,1,0,0,189,246,0,0.333,0.4
0,GasterBlaster,1,0,0,259,166,90,0.333,0.4
0,GasterBlaster,1,640,480,449,366,546,0.333,0.4
0,GasterBlaster,1,640,480,379,446,749,0.333,0.4
0,GasterBlaster,1,640,480,449,366,461,0.333,0.4
0,GasterBlaster,1,640,480,379,446,146,0.333,0.4
0.7,GasterBlaster,2,0,240,139,306,-456,0.666,0.9
0,GasterBlaster,2,640,240,499,306,-146,0.666,0.9
0,Sound,heartsplit,1,,,,,,
0.2,EndAttack,,,,,,,,
